상호명,브랜드,is_starbucks,위도,경도,시군구명,도로명주소,log_dist_subway,subway_count_cat,subway_ridership,bus_stops_300m,peak_avg,restaurants_500m,log_retail_500m,convenience_500m,indie_cafe_500m,low_price_cafe_500m,franchise_cafe_500m,log_dist_starbucks,avg_income,offices,living_pop,land_price
창동이마트,스타벅스,1,37.65167649,127.0469283,도봉구,서울특별시 도봉구 노해로65길 4 (창동),0.14833379450569348,1,56860.0,6,386093.3333333333,321,6.1675164908883415,23,28,4,8,0.30103008997128095,3298026.0,4983.0,17121.0,2858169.0
덕성여대,스타벅스,1,37.650906,127.013279,도봉구,서울특별시 도봉구 삼양로 536 (쌍문동),0.14850620829922404,1,8220.0,4,44684.0,200,4.6443908991413725,16,27,3,4,0.915968279892102,2440535.0,872.0,15807.0,2373248.0
도봉구청,스타벅스,1,37.66950348,127.046038,도봉구,서울특별시 도봉구 마들로 665 (도봉동),0.2400399989739397,1,20309.0,11,135468.66666666666,340,5.384495062789089,24,33,4,2,0.4214290043460462,2811820.0,1070.0,18541.0,2026007.0
쌍문,스타벅스,1,37.649424,127.035577,도봉구,서울특별시 도봉구 도봉로 494 (창동),0.11064652008706366,1,56728.0,9,396951.3333333333,371,5.655991810819852,25,40,5,4,0.40717431325115794,3038009.0,785.0,18851.0,2858169.0
쌍문도봉로,스타벅스,1,37.6453516,127.0331011,도봉구,서울특별시 도봉구 도봉로 444 (창동),0.32987912115156925,1,56728.0,8,396951.3333333333,390,5.683579767338681,32,49,6,4,0.40717431325115794,2551630.0,1070.0,29187.0,2858169.0
도봉로DT,스타벅스,1,37.66118059,127.0416301,도봉구,서울특별시 도봉구 도봉로 635 (쌍문동),0.5541724282693566,0,20309.0,8,0.0,264,5.4510384535657,22,27,5,1,0.3938816110314152,2430154.0,851.0,16651.0,2373248.0
방학역,스타벅스,1,37.6653125,127.0433125,도봉구,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",0.2293641631272659,1,20309.0,8,135468.66666666666,349,5.648974238161206,24,25,4,3,0.3938816110314152,2895702.0,3898.0,24865.0,2459888.0
창동역,스타벅스,1,37.65409007,127.0495023,도봉구,서울특별시 도봉구 마들로13길 61 (창동),0.2034305200041898,1,56860.0,14,386093.3333333333,333,6.144185634125646,19,29,4,7,0.30103008997128095,3547959.0,1820.0,28246.0,2858169.0
노량진동,스타벅스,1,37.513068,126.946537,동작구,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",0.3517829978583045,1,72495.0,9,552609.6666666666,296,5.236441962829949,21,42,2,5,0.4056824178280301,3583099.0,2833.0,34502.0,4429860.0
남성역,스타벅스,1,37.4841198,126.9725739,동작구,서울특별시 동작구 사당로 219 (사당동),0.12062344232373869,1,22365.0,12,152462.33333333334,280,5.552959584921617,21,31,2,5,0.506940486384167,3890035.0,1114.0,16636.0,4821614.0
상도역,스타벅스,1,37.5031936,126.9484581,동작구,서울특별시 동작구 상도로37길 1 (상도1동),0.06081283939651243,1,25881.0,22,153145.66666666666,249,5.0238805208462765,24,43,3,6,0.4268279555361601,3875896.0,3543.0,43668.0,5210939.0
보라매공원R,스타벅스,1,37.49191014,126.9235484,동작구,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",0.11046745302597097,2,15457.0,14,170926.66666666666,361,5.54907608489522,22,43,2,9,0.16034431674045715,3340157.0,11362.0,23538.0,4429860.0
이수자이,스타벅스,1,37.484414,126.980047,동작구,서울특별시 동작구 사당로 300 (사당동 이수자이),0.15074488669242544,2,34264.0,14,849606.3333333334,706,6.059123195581797,31,88,5,3,0.22962490190982116,2855173.0,3853.0,20995.0,4429860.0
노량진역,스타벅스,1,37.51339,126.940879,동작구,서울특별시 동작구 노량진로 134 (노량진동),0.09512834509157728,1,72495.0,10,552609.6666666666,459,6.530877627725885,26,52,5,5,0.4056824178280301,3583099.0,2833.0,34502.0,5451237.0
신대방삼거리역,스타벅스,1,37.50034872,126.9319876,동작구,서울특별시 동작구 상도로 102 (상도동),0.2891559857077813,1,29883.0,12,212920.66666666666,368,5.666426688112432,27,55,2,1,0.6324290856250346,2575897.0,994.0,16708.0,3761237.0
중앙대,스타벅스,1,37.506933,126.958125,동작구,서울특별시 동작구 흑석로 75-1 (흑석동),0.4272918293342715,0,20831.0,10,0.0,301,4.997212273764115,15,42,2,7,0.6671635099126676,4224946.0,91.0,32070.0,5139919.0
숭실대입구역,스타벅스,1,37.4968346,126.9527123,동작구,서울특별시 동작구 상도로 354 (상도동),0.12460416322453086,1,31773.0,8,409667.0,244,4.867534450455582,21,32,2,0,0.2239648139856832,3875896.0,3543.0,43668.0,3761237.0
숭실대,스타벅스,1,37.49538073,126.9548891,동작구,서울특별시 동작구 사당로 4 (상도동),0.11207790340535054,1,31773.0,6,409667.0,213,4.736198448394496,20,30,2,1,0.2239648139856832,3875896.0,3543.0,43668.0,3761237.0
사당역,스타벅스,1,37.47849216,126.9813456,동작구,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",0.17848085740801675,1,142187.0,11,916952.6666666666,852,5.783825182329737,43,86,5,8,0.14257537227143907,2855173.0,3853.0,20995.0,4821614.0
상도대로,스타벅스,1,37.50504793,126.9428938,동작구,"서울특별시 동작구 상도로 218 (상도동), 1층",0.28570511956755973,1,19084.0,16,136619.33333333334,230,5.236441962829949,22,38,5,1,0.28735776987138323,3826699.0,1012.0,19664.0,3761237.0
이수역13번출구,스타벅스,1,37.48733712,126.9814933,동작구,"서울특별시 동작구 동작대로27길 5 (사당동), 1층",0.11973668160233342,2,41187.0,7,849606.3333333334,626,6.049733455231958,26,76,3,5,0.13676615513445192,3884988.0,1640.0,33133.0,4821614.0
장승배기역,스타벅스,1,37.50580826,126.9392436,동작구,"서울특별시 동작구 장승배기로11가길 11 (상도동, 상도파크자이) 제상가동 제지2층 105호",0.09676366843230803,1,19084.0,20,136619.33333333334,211,5.3612921657094255,18,30,3,0,0.28735776987138323,3826699.0,1012.0,19664.0,4429860.0
서강대프라자,스타벅스,1,37.55102697,126.9431337,마포구,서울특별시 마포구 백범로 35 (신수동),0.3177261938001576,1,21182.0,4,250030.33333333334,243,4.912654885736052,20,52,3,2,0.29659845312105043,3421062.0,3405.0,23624.0,5619671.0
상암YTN,스타벅스,1,37.57931427,126.8922104,마포구,서울특별시 마포구 상암산로 76 (상암동),0.29602219672678226,1,6252.0,10,37628.333333333336,684,5.337538079701318,32,106,4,13,0.17329342558395103,4158486.0,16189.0,49073.0,3197588.0
마포용강동,스타벅스,1,37.541186,126.942209,마포구,서울특별시 마포구 토정로 295 (용강동),0.3177261938001576,1,29055.0,8,203957.33333333334,390,5.1647859739235145,27,46,3,6,0.3160464723583718,4787212.0,15056.0,23627.0,6952568.0
홍대입구역사거리R,스타벅스,1,37.554636,126.92036,마포구,서울특별시 마포구 양화로 125 (서교동),0.4419256051109387,0,196027.0,15,940230.0,1205,6.628041376179533,57,220,8,9,0.19178827237427098,3212258.0,25701.0,71418.0,10123246.0
마포경찰서후문,스타벅스,1,37.5508,126.953432,마포구,서울특별시 마포구 마포대로 173-14 (아현동),0.36637771940011754,1,13414.0,6,96927.33333333333,275,4.762173934797756,19,36,2,4,0.23611900483659998,5237419.0,5852.0,28764.0,6990874.0
공덕,스타벅스,1,37.545913,126.952956,마포구,서울특별시 마포구 마포대로 130 (공덕동),0.2703324341166679,1,81325.0,11,528941.0,595,5.594711379601839,27,78,4,11,0.3291411439953676,4047702.0,9286.0,33754.0,6220965.0
합정폴리스R,스타벅스,1,37.5509,126.9134,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",0.16126814759612226,1,94971.0,14,632780.3333333334,828,5.8888779583328805,46,142,6,13,0.07789301412176677,3212258.0,25701.0,71418.0,6399509.0
홍대공항철도역,스타벅스,1,37.557491,126.925146,마포구,서울특별시 마포구 양화로 178 (동교동),0.05249756895775399,1,196027.0,10,1114243.3333333333,1367,6.6895992691789665,54,262,8,6,0.11319385478920599,3212258.0,25701.0,71418.0,10384388.0
마포염리,스타벅스,1,37.543876,126.94768,마포구,서울특별시 마포구 독막로 311 (염리동),0.3138613842350836,1,81325.0,11,528941.0,832,5.746203190540153,39,105,4,16,0.26223502534724497,4051438.0,2245.0,17859.0,6439641.0
서강광흥창역,스타벅스,1,37.549377,126.931661,마포구,서울특별시 마포구 서강로 69 (창전동),0.19523778206050096,2,18827.0,29,292554.6666666667,184,4.852030263919617,17,29,2,3,0.4962152095715044,4339738.0,3223.0,26808.0,6096046.0
합정,스타벅스,1,37.54997888,126.9125404,마포구,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",0.11055699056464385,1,94971.0,13,632780.3333333334,779,5.783825182329737,40,128,6,12,0.08637492449670323,3195027.0,4480.0,18403.0,6506275.0
서강대흥역,스타벅스,1,37.548178,126.941576,마포구,서울특별시 마포구 백범로 89-5 (대흥동),0.06081283939651243,1,21182.0,17,250030.33333333334,409,5.288267030694535,23,80,4,4,0.29659845312105043,3421062.0,3405.0,23624.0,6134072.0
서교동사거리,스타벅스,1,37.553376,126.918564,마포구,서울특별시 마포구 양화로 105 (서교동),0.4874751101577403,0,94971.0,15,0.0,1250,6.47543271670409,59,218,7,12,0.19178827237427098,3212258.0,25701.0,71418.0,10123246.0
상암사보이시티,스타벅스,1,37.58146221,126.8887855,마포구,서울특별시 마포구 월드컵북로54길 17 (상암동),0.47337294671533947,0,6252.0,17,0.0,365,4.9344739331306915,24,75,1,13,0.2258710283646956,4158486.0,16189.0,49073.0,3197588.0
신촌오거리,스타벅스,1,37.555137,126.934694,마포구,서울특별시 마포구 신촌로16길 10 (노고산동),0.316998126785834,1,4907.0,20,596939.0,1003,6.304448802421981,55,137,4,13,0.11715083586019823,3212258.0,25701.0,71418.0,8404441.0
상암디지털큐브,스타벅스,1,37.57613522,126.8889264,마포구,서울특별시 마포구 상암산로 34,0.5810976767513224,0,6252.0,11,0.0,317,4.787491742782046,21,57,4,8,0.22179944841248078,4158486.0,16189.0,49073.0,6399509.0
상수역,스타벅스,1,37.5474817,126.9232158,마포구,서울특별시 마포구 독막로 88 (상수동),0.04046993255371323,1,24282.0,18,141535.33333333334,858,5.805134968916488,35,139,3,4,0.26968967569917535,4339738.0,3223.0,26808.0,7134240.0
공덕오거리,스타벅스,1,37.5424641,126.9505773,마포구,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,0.13129138568117568,1,81325.0,19,528941.0,772,5.717027701406222,31,92,4,14,0.17919667944642972,4217433.0,13155.0,16105.0,7570319.0
서강대,스타벅스,1,37.5524584,126.9378262,마포구,서울특별시 마포구 백범로 23 (신수동),0.17998549699640679,1,4907.0,10,596939.0,431,5.996452088619021,34,85,4,6,0.3182740786183542,3421062.0,3405.0,23624.0,5619671.0
상암MBC,스타벅스,1,37.58094224,126.8915854,마포구,서울특별시 마포구 성암로 267 (상암동),0.3037276508702484,1,6252.0,11,37628.333333333336,573,5.262690188904886,31,97,5,13,0.17329342558395103,4158486.0,16189.0,49073.0,3197588.0
홍대역,스타벅스,1,37.557175,126.923654,마포구,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",0.16636153721522523,1,196027.0,13,1114243.3333333333,1327,6.7226297948554485,58,259,9,5,0.06382138905981928,3212258.0,25701.0,71418.0,10384388.0
동교,스타벅스,1,37.556928,126.919819,마포구,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",0.4187761221678367,0,196027.0,16,940230.0,970,6.523562306149512,49,184,8,4,0.23054251137529433,3212258.0,25701.0,71418.0,10384388.0
애오개역,스타벅스,1,37.55229379,126.9557935,마포구,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",0.1689829923547741,1,13414.0,5,96927.33333333333,216,4.990432586778736,16,26,2,2,0.23611900483659998,5237419.0,5852.0,28764.0,6990874.0
상암DMC,스타벅스,1,37.57770032,126.8909364,마포구,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",0.4318473493822828,0,6252.0,15,0.0,594,5.099866427824199,29,98,4,12,0.19201442876485453,4158486.0,16189.0,49073.0,3197588.0
마포일진빌딩,스타벅스,1,37.54043451,126.9463168,마포구,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",0.09667288726026076,1,29055.0,19,203957.33333333334,682,5.575949103146316,35,73,5,12,0.16256092861579963,4787212.0,15056.0,23627.0,7570319.0
마포아크로,스타벅스,1,37.54133484,126.9488666,마포구,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,0.28103502972998734,2,29055.0,14,732898.3333333334,833,5.771441123130016,39,97,6,18,0.17919667944642972,4217433.0,13155.0,16105.0,7570319.0
홍대삼거리,스타벅스,1,37.55026561,126.9232087,마포구,서울특별시 마포구 와우산로 64 (상수동),0.2509143482595663,1,24282.0,9,141535.33333333334,1243,6.352629396319567,43,192,7,6,0.26968967569917535,4339738.0,3223.0,26808.0,7134240.0
망원역,스타벅스,1,37.555829,126.910637,마포구,서울특별시 마포구 월드컵로 74 (서교동),0.05770271012828925,1,35429.0,10,206468.66666666666,663,6.045005314036012,39,126,5,2,0.4492580450053648,3212258.0,25701.0,71418.0,10123246.0
마포이마트,스타벅스,1,37.542421,126.953341,마포구,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,0.15392208227225662,1,81325.0,22,528941.0,572,5.707110264748875,31,67,3,10,0.21810206434814078,4047702.0,9286.0,33754.0,6142379.0
합정메세나몰,스타벅스,1,37.55005847,126.9135588,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",0.07760897932698288,1,94971.0,12,632780.3333333334,849,5.905361848054571,44,143,6,12,0.08637492449670323,3212258.0,25701.0,71418.0,6399509.0
아현역대로,스타벅스,1,37.5571701,126.9549079,마포구,서울특별시 마포구 신촌로 262 (아현동),0.104720310770403,2,22121.0,15,237898.0,231,5.545177444479562,15,25,3,3,0.15120491675296888,5237419.0,5852.0,28764.0,6990874.0
디지털미디어시티역,스타벅스,1,37.57614873,126.8989479,마포구,서울특별시 마포구 성암로 179 (상암동),0.12345580392691827,1,61003.0,13,411704.6666666667,361,4.553876891600541,18,55,2,4,0.3637545244650612,4158486.0,16189.0,49073.0,3197588.0
홍대역8번출구,스타벅스,1,37.5567435,126.9241665,마포구,서울특별시 마포구 양화로 166 (동교동),0.13836966926477182,1,196027.0,12,1114243.3333333333,1359,6.784457062637643,58,260,9,7,0.06382138905981928,3212258.0,25701.0,71418.0,10384388.0
마포역뉴매드,스타벅스,1,37.53898848,126.9454907,마포구,서울특별시 마포구 마포대로 26 (마포동),0.07306457085700514,1,29055.0,15,203957.33333333334,557,5.44673737166631,26,60,4,10,0.16256092861579963,4217433.0,13155.0,16105.0,5732197.0
합정푸르지오,스타벅스,1,37.55094291,126.9124827,마포구,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",0.1854832201315334,1,94971.0,12,632780.3333333334,771,5.811140992976701,48,126,6,13,0.07789301412176677,3195027.0,4480.0,18403.0,6399509.0
홍대동교,스타벅스,1,37.55832805,126.9262465,마포구,서울특별시 마포구 양화로 192 (동교동),0.11778303565638346,1,196027.0,9,1114243.3333333333,1383,6.60934924316738,51,263,8,4,0.12613737411902853,3212258.0,25701.0,71418.0,10384388.0
망원한강공원,스타벅스,1,37.55397485,126.8959278,마포구,서울특별시 마포구 마포나루길 435 (망원동),0.8091508563162514,0,28041.0,2,0.0,61,3.8501476017100584,10,11,2,0,0.8385172808224395,2802536.0,3418.0,19964.0,5778314.0
마포구청역,스타벅스,1,37.56495699,126.9025546,마포구,서울특별시 마포구 월드컵로 200 (성산동) 1층 일부,0.16109792034232795,1,28041.0,7,185888.33333333334,170,5.19295685089021,22,30,2,2,0.8065035440553324,3521472.0,1511.0,32198.0,4468475.0
가재울뉴타운,스타벅스,1,37.57507214,126.9163599,서대문구,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이2단지별동상가1층)",0.5514684022280074,0,12042.0,12,0.0,148,4.532599493153256,12,21,3,3,0.38485959858829377,4622839.0,1312.0,10151.0,3864306.0
남가좌사거리,스타벅스,1,37.577386,126.920815,서대문구,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",0.7395058195379622,0,12042.0,10,0.0,325,5.351858133476067,27,47,3,11,0.22570187600908512,3237719.0,1052.0,22478.0,3864306.0
신촌역,스타벅스,1,37.55625738,126.934653,서대문구,서울특별시 서대문구 신촌로 73 (창천동),0.38451382135523215,2,84785.0,18,596939.0,1059,6.354370040797351,54,144,4,13,0.09438793648684124,3331768.0,1629.0,55763.0,8109676.0
아현역,스타벅스,1,37.55824501,126.9561691,서대문구,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",0.09540108476325297,1,22121.0,13,140970.66666666666,241,5.6937321388027,12,25,3,3,0.15120491675296888,4172659.0,918.0,56989.0,3864306.0
홍제역,스타벅스,1,37.588658,126.943864,서대문구,서울특별시 서대문구 통일로 451 (홍제동),0.04564235787870107,1,36588.0,10,254173.0,394,5.87493073085203,14,37,2,1,1.028101479982904,3459117.0,1814.0,21966.0,3107396.0
연세백양로,스타벅스,1,37.56287446,126.93744,서대문구,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,0.49396426669057897,0,84785.0,0,0.0,187,3.912023005428146,15,27,1,0,0.2372436756929914,3331768.0,1629.0,55763.0,2446518.0
연희DT,스타벅스,1,37.5702143,126.9339777,서대문구,서울특별시 서대문구 연희로 144 (연희동),0.9202827531436926,0,84785.0,8,0.0,204,5.0689042022202315,11,47,2,1,0.5052440758680845,3383749.0,9207.0,37489.0,3062341.0
경기대,스타벅스,1,37.56367995,126.9646045,서대문구,서울특별시 서대문구 충정로 53 (충정로2가),0.2576609133397701,2,37452.0,19,738751.3333333334,542,5.236441962829949,37,82,4,9,0.2502986903715494,3210231.0,11142.0,35635.0,5483428.0
신촌,스타벅스,1,37.55650191,126.93697,서대문구,서울특별시 서대문구 연세로 10-1 (창천동),0.23657297162587054,1,84785.0,21,567186.0,960,6.230481447578482,55,119,4,12,0.12175026688868146,3331768.0,1629.0,55763.0,8109676.0
이대,스타벅스,1,37.55848315,126.9459643,서대문구,서울특별시 서대문구 이화여대길 34 (대현동),0.17789510784104104,1,39476.0,15,267394.6666666667,452,5.749392985908253,38,82,5,13,0.15269190204243044,3331768.0,1629.0,55763.0,12138524.0
연세종합관,스타벅스,1,37.56146854,126.9411197,서대문구,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",0.38151388728565117,1,84785.0,6,14247.0,391,5.293304824724492,28,66,1,7,0.294036589673412,3331768.0,1629.0,55763.0,2446518.0
이대ECC,스타벅스,1,37.561631,126.94735,서대문구,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,0.4428893367541636,0,39476.0,0,14247.0,283,5.123963979403259,15,58,2,9,0.3153397969449315,3210231.0,11142.0,35635.0,12138524.0
연대,스타벅스,1,37.558706,126.936727,서대문구,서울특별시 서대문구 연세로 35 (창천동),0.26443903372138133,1,84785.0,12,567186.0,826,6.102558594613569,44,95,4,12,0.15135362886764986,3331768.0,1629.0,55763.0,8109676.0
충정로역,스타벅스,1,37.56137,126.963219,서대문구,서울특별시 서대문구 충정로 23,0.1484200051182733,1,30730.0,15,469666.0,394,5.247024072160486,28,61,3,5,0.16928613025655245,3210231.0,11142.0,35635.0,3864306.0
연대동문,스타벅스,1,37.56648507,126.9463253,서대문구,서울특별시 서대문구 성산로 565 (대신동),0.7346249600062543,0,39476.0,7,0.0,106,4.430816798843313,19,18,2,0,0.43648110055935135,3331768.0,1629.0,55763.0,4553132.0
신촌명물거리,스타벅스,1,37.55776843,126.9381545,서대문구,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",0.13671382331582205,1,84785.0,15,581433.0,950,6.222576268071369,56,119,5,13,0.15135362886764986,3331768.0,1629.0,55763.0,8109676.0
충정타워,스타벅스,1,37.559869,126.96411,서대문구,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",0.042101176018635396,1,30730.0,11,469666.0,376,5.327876168789581,27,61,3,3,0.16928613025655245,3210231.0,11142.0,35635.0,4245436.0
명지대,스타벅스,1,37.5790409,126.9227886,서대문구,서울특별시 서대문구 거북골로 34 (남가좌동),0.822814868681982,0,18762.0,7,0.0,377,5.455321115357702,35,51,3,11,0.22570187600908512,3237719.0,1052.0,22478.0,3987835.0
이대역,스타벅스,1,37.5570246,126.9463066,서대문구,서울특별시 서대문구 신촌로 183 (대현동),0.040661981718889635,1,39476.0,12,267394.6666666667,472,5.82600010738045,37,87,6,13,0.15269190204243044,3331768.0,1629.0,55763.0,12138524.0
신촌로,스타벅스,1,37.55580883,126.9382863,서대문구,서울특별시 서대문구 신촌로 109 (창천동),0.20089794236689004,2,84785.0,19,596939.0,968,6.182084906716632,53,123,5,12,0.13040877231642153,3331768.0,1629.0,55763.0,8109676.0
북가좌DT,스타벅스,1,37.580758,126.911478,서대문구,서울특별시 서대문구 응암로 85 (북가좌동),0.3238934544143528,1,18762.0,15,278924.3333333333,245,5.181783550292085,26,21,3,2,0.5679982708379797,2590646.0,1071.0,25897.0,3472432.0
연세암병원,스타벅스,1,37.56046655,126.9374534,서대문구,서울특별시 서대문구 연세로 50-1 (신촌동),0.3321773123383322,1,84785.0,10,14247.0,634,5.0369526024136295,33,61,2,6,0.18728422237369974,3331768.0,1629.0,55763.0,2446518.0
연희동,스타벅스,1,37.56545506,126.9295527,서대문구,서울특별시 서대문구 연희로 79 (연희동),0.6776781496560136,0,196027.0,9,0.0,590,5.720311776607412,20,129,3,2,0.5052440758680845,3383749.0,9207.0,37489.0,3062341.0
현대신촌,스타벅스,1,37.55592458,126.9356945,서대문구,서울특별시 서대문구 신촌로 83 (창천동),0.3334677276009142,2,84785.0,21,596939.0,1011,6.274762021241939,55,129,4,12,0.09438793648684124,3331768.0,1629.0,55763.0,8109676.0
방배로,스타벅스,1,37.4793434,126.9994968,서초구,서울특별시 서초구 방배로 52 (방배동),0.2514588622942562,1,37022.0,12,260521.0,155,4.7535901911063645,15,23,1,7,0.2914517084377752,4681587.0,13530.0,22435.0,8469330.0
강남교보타워R,스타벅스,1,37.50371078,127.0243353,서초구,서울특별시 서초구 강남대로 465 (서초동),0.111183528960615,1,63798.0,17,415451.6666666667,973,6.29156913955832,46,135,10,10,0.1171028043515193,6475383.0,40288.0,40542.0,13485257.0
방배다이치빌딩,스타벅스,1,37.48431,126.996075,서초구,서울특별시 서초구 방배로 114 (방배동),0.2983252325502607,2,37022.0,8,464080.0,304,5.365976015021851,20,46,2,9,0.2554535170887366,4069239.0,17162.0,19613.0,8469330.0
센트럴F1,스타벅스,1,37.505148,127.004395,서초구,서울특별시 서초구 신반포로 176 (반포동),0.055434706888100586,1,169369.0,10,1206781.6666666667,362,7.197435354096591,24,48,5,5,0.04818140748610443,5280483.0,49942.0,44043.0,12167635.0
서초역이화빌딩,스타벅스,1,37.488356,127.009058,서초구,서울특별시 서초구 반포대로21길 3 (서초동),0.3410332479487755,1,43320.0,3,316639.6666666667,525,5.480638923341991,39,76,2,7,0.2317813379896973,4678950.0,51852.0,64170.0,13485257.0
서초구청,스타벅스,1,37.48435384,127.0300905,서초구,서울특별시 서초구 남부순환로 2557 (서초동),0.31495671458666163,1,83745.0,7,1195742.0,340,5.41610040220442,28,55,2,6,0.33341685942077687,5196131.0,66239.0,46678.0,13485257.0
서초우성사거리,스타벅스,1,37.493545,127.02943,서초구,서울특별시 서초구 강남대로 343 (서초동),0.3702523523524199,1,173599.0,15,0.0,934,6.466144724237619,55,125,7,13,0.1390573463796031,5196131.0,66239.0,46678.0,13485257.0
이수역사거리,스타벅스,1,37.48585,126.983027,서초구,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",0.097580328338864,2,41187.0,14,849606.3333333334,652,6.035481432524756,29,80,4,3,0.07051438007216154,4557937.0,16097.0,28550.0,7582579.0
강남대로신사,스타벅스,1,37.51489,127.019469,서초구,서울특별시 서초구 강남대로 595 (잠원동),0.15726012619858348,2,53415.0,8,697701.0,673,6.035481432524756,38,91,2,6,0.136603045265638,5458458.0,14890.0,37967.0,11639441.0
서울고속터미널,스타벅스,1,37.5045697,127.0061603,서초구,서울특별시 서초구 신반포로 194 (반포동),0.11511280710050457,1,169369.0,9,1206781.6666666667,372,7.181591944611865,24,49,5,5,0.1404999308642185,5280483.0,49942.0,44043.0,12167635.0
방배,스타벅스,1,37.491914,126.9904974,서초구,서울특별시 서초구 방배로 211,0.4361882807510049,0,29550.0,13,0.0,292,5.568344503761097,17,50,1,2,0.2419621652162062,4557937.0,16097.0,28550.0,7582579.0
방배카페거리,스타벅스,1,37.4934767,126.9865297,서초구,서울특별시 서초구 방배중앙로 162 (방배동),0.6312185839377786,0,4235.0,11,0.0,311,5.733341276897746,25,43,3,5,0.3298848732201569,4856162.0,20669.0,17640.0,8469330.0
서초법원,스타벅스,1,37.492881,127.01208,서초구,서울특별시 서초구 서초대로 274 (서초동),0.18332105712703814,2,90719.0,8,1721065.3333333333,749,5.697093486505405,40,100,6,17,0.18024774125755827,4678950.0,51852.0,64170.0,13485257.0
청계산입구역,스타벅스,1,37.447323,127.05625,서초구,서울특별시 서초구 청계산로 203 (신원동),0.05183314864001728,1,6732.0,5,0.0,82,3.8066624897703196,7,18,0,2,1.1090496296254746,4047063.0,1371.0,21697.0,1602468.0
사당로데오,스타벅스,1,37.4772752,126.9821605,서초구,서울특별시 서초구 방배천로 5-4(방배동),0.07417939817425151,1,142187.0,15,916952.6666666666,810,5.68697535633982,44,83,4,8,0.14257537227143907,3864301.0,15603.0,17207.0,8469330.0
파미에파크R,스타벅스,1,37.5030521,127.004362,서초구,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,0.17580033980368914,1,169369.0,6,1206781.6666666667,341,7.145196134997171,24,47,6,6,0.1690809522554738,5280483.0,49942.0,44043.0,12167635.0
양재역,스타벅스,1,37.48237953,127.0368534,서초구,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,0.26251809878823135,1,83745.0,13,1195742.0,428,5.575949103146316,23,50,4,4,0.23684762014851998,4173236.0,24087.0,57054.0,8130024.0
논현역,스타벅스,1,37.51143761,127.0205487,서초구,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,0.08204071033620948,1,37489.0,8,271341.3333333333,648,6.008813185442595,37,90,5,7,0.1852638905480782,5010164.0,20322.0,37861.0,11639441.0
이수역,스타벅스,1,37.4864664,126.9827403,서초구,서울특별시 서초구 동작대로 112 (방배동),0.06765864847381481,2,41187.0,12,849606.3333333334,641,6.042632833682381,29,79,4,3,0.07051438007216154,4557937.0,16097.0,28550.0,8469330.0
내방역,스타벅스,1,37.490004,126.992455,서초구,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,0.24787518753339344,1,29550.0,9,203559.0,288,5.541263545158426,19,54,2,3,0.2419621652162062,4557937.0,16097.0,28550.0,8469330.0
서초파라곤,스타벅스,1,37.49494259,127.0274263,서초구,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,0.24646937661770646,1,173599.0,19,1210334.3333333333,857,6.651571873589727,53,135,7,15,0.08517719590746879,5196131.0,66239.0,46678.0,13485257.0
서울아트센터,스타벅스,1,37.480866,127.012368,서초구,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,0.4518396586180644,0,61737.0,10,0.0,185,5.204006687076795,18,42,3,1,0.35221340606352186,4678950.0,51852.0,64170.0,13485257.0
